airport_icao,le_ident,he_ident,length_ft,length_m,width_ft,width_m,surface,lighted,closed,le_latitude,le_longitude,le_elevation_ft,le_heading_deg,le_displaced_threshold_ft,le_displaced_threshold_m,he_latitude,he_longitude,he_elevation_ft,he_heading_deg,he_displaced_threshold_ft,he_displaced_threshold_m,centerline_bearing_deg
50OH,18,36,2000,609.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
50OK,H1,,50,15.2,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
50OR,17,35,5500,1676.4,60,18.3,dirt,false,false,,,,,0,0,,,,,0,0,
50PA,09,27,2700,823,100,30.5,turf,false,false,40.9328,-75.355331,,,0,0,40.933892,-75.34571,,,0,0,81.5
50PN,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
50S,12,30,2700,823,50,15.2,asphalt,false,false,43.7803001,-116.9400024,2228,,0,0,43.7751007,-116.9329987,2228,,0,0,135.8
50SC,H1,H1,54,16.5,54,16.5,concrete,false,false,,,,,0,0,,,,,0,0,
50TA,15,33,2500,762,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
50TN,18,36,2600,792.5,30,9.1,asphalt,false,false,,,,,0,0,,,,,700,213.4,
50TS,H1,,900,274.3,250,76.2,concrete,false,false,,,,,0,0,,,,,0,0,
50TX,13,31,3500,1066.8,40,12.2,asphalt,false,false,30.1410999,-98.5292969,,135.6,0,0,30.1341991,-98.5214996,,,0,0,135.7
50VA,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
50WA,NW,SE,800,243.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
50WY,H1,,25,7.6,25,7.6,concrete,false,false,,,,,0,0,,,,,0,0,
50XS,13,31,4608,1404.5,75,22.9,asphalt,false,false,29.0478992,-100.5889969,,136.7,0,0,29.0387001,-100.5800018,,313.8,962,293.2,139.5
51AK,16,34,2500,762,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
51AZ,H1,,60,18.3,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
51C,11,29,1700,518.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51CA,12,30,3010,917.4,100,30.5,dirt,false,false,,,,,0,0,,,,,0,0,
51CL,09,27,2400,731.5,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
51CL,18,36,1600,487.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51CO,01,19,2600,792.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51FA,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
51FD,10,28,1920,585.2,110,33.5,turf,false,false,,,,,0,0,,,,,0,0,
51FL,18,36,3180,969.3,90,27.4,turf,false,false,,,,,0,0,,,,359.1,100,30.5,
51G,03,21,1933,589.2,100,30.5,turf,false,true,43.1418,-83.798401,,31,0,0,43.146301,-83.794601,,211,0,0,31.6
51G,14,32,1895,577.6,140,42.7,turf,false,false,43.1450005,-83.7985001,,139,0,0,43.1409988,-83.7938995,,319,0,0,140
51G,18,36,1802,549.2,100,30.5,turf,false,false,43.1458015,-83.7982025,,179,500,152.4,43.1408997,-83.7981033,,359,358,109.1,179.2
51GA,01,19,1800,548.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51ID,14,32,1400,426.7,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51IN,18,36,2600,792.5,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51IS,15,33,1600,487.7,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
51K,17,35,2440,743.7,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
51KS,17,35,1900,579.1,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51KY,H1,,32,9.8,32,9.8,concrete,false,false,,,,,0,0,,,,,0,0,
51LS,18,36,3600,1097.3,150,45.7,turf,false,false,,,,,0,0,,,,304,0,0,
51M,09,27,2800,853.4,90,27.4,dirt,true,false,,,,,978,298.1,,,,,784,239,
51MA,H1,,48,14.6,48,14.6,turf,false,false,,,,,0,0,,,,,0,0,
51ME,17,35,2350,716.3,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
51MI,09,27,2000,609.6,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
51MN,H1,,20,6.1,20,6.1,concrete,false,false,,,,,0,0,,,,,0,0,
51MY,9W,27W,5270,1606.3,500,152.4,water,false,false,,,,,0,0,,,,,0,0,
51NC,10,28,2300,701,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51NJ,H1,,120,36.6,120,36.6,asphalt,false,false,,,,,0,0,,,,,0,0,
51OH,09,27,2500,762,80,24.4,turf,false,false,,,,,1018,310.3,,,,,0,0,
51OI,10,28,2600,792.5,60,18.3,turf,true,false,,,,,0,0,,,,,200,61,
51OK,18,36,1800,548.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51OK,8,26,1200,365.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51OR,H1,,48,14.6,48,14.6,asphalt,false,false,,,,,0,0,,,,,0,0,
51PA,06,24,2300,701,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51PN,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
51TA,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
51TE,10,28,2080,634,90,27.4,turf,false,false,,,,,0,0,,,,,0,0,
51TN,15,33,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51TS,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
51TT,16,34,1530,466.3,36,11,dirt,false,false,,,,,0,0,,,,,0,0,
51TX,18,36,2500,762,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
51VA,09,27,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
51WA,16,34,2600,792.5,75,22.9,turf,true,false,,,,,0,0,,,,,0,0,
51WI,09,27,2200,670.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51WT,17,35,3850,1173.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
51Z,01,19,2000,609.6,65,19.8,gravel,false,false,,,,,0,0,,,,,0,0,
52AL,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
52AR,18,36,2200,670.6,50,15.2,turf,false,false,35.2831001,-92.2414017,,181.9,0,0,35.2770996,-92.2416992,,260,0,0,182.3
52AZ,NW,SE,4800,1463,45,13.7,dirt,false,false,,,,,0,0,,,,,0,0,
52B,14,32,6000,1828.8,1200,365.8,water,false,false,45.4802017,-69.6165009,,122,0,0,45.4714012,-69.5966034,,302,0,0,122.2
52B,18,36,5000,1524,1000,304.8,water,false,false,45.4796982,-69.6035995,,162,0,0,45.4667015,-69.5976028,,342,0,0,162.1
52CL,E,W,5100,1554.5,100,30.5,dirt,false,false,,,,,300,91.4,,,,,300,91.4,
52CL,N,S,3930,1197.9,100,30.5,dirt,false,false,,,,,300,91.4,,,,,300,91.4,
52CN,09,27,2000,609.6,100,30.5,dirt,false,false,,,,,0,0,,,,,0,0,
52CO,17,35,2200,670.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
52FA,09,27,1400,426.7,70,21.3,turf,false,false,,,,,0,0,,,,194,0,0,
52FD,H1,,20,6.1,20,6.1,concrete,false,false,,,,,0,0,,,,,0,0,
52FL,N,S,2800,853.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
52GA,H1,,20,6.1,20,6.1,concrete,false,false,,,,,0,0,,,,,0,0,
52I,09,27,3300,1005.8,90,27.4,turf,true,false,43.8469009,-84.0162964,,,0,0,43.8469009,-84.0065002,,360,0,0,90
52ID,H1,,50,15.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
52IL,18,36,1885,574.5,105,32,turf,false,false,,,,,263,80.2,,,,270.3,0,0,
52IN,18,36,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
52IS,H1,,60,18.3,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
52K,18,36,2200,670.6,61,18.6,turf,false,false,39.5009995,-96.1746979,1177,,0,0,39.4948997,-96.1753998,1166,,0,0,185.1
52KS,18,36,1800,548.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
52KY,17,35,1300,396.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
52MI,H1,,20,6.1,20,6.1,turf,false,false,,,,,0,0,,,,,0,0,
52MN,N,S,3000,914.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
52MY,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
52NC,07,25,2400,731.5,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
52ND,18,36,3340,1018,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
52NE,09,27,1800,548.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
52NH,2W,20W,5575,1699.3,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
52NJ,H1,,85,25.9,85,25.9,turf,false,false,,,,,0,0,,,,,0,0,
52NM,13,31,4950,1508.8,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
52NR,18,36,1447,441,24,7.3,concrete,false,false,,,,,0,0,,,,,0,0,
52NV,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
52NY,01,19,2000,609.6,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
52OA,4,22,1032,314.6,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
52OH,H1,,30,9.1,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
52OI,H1,,30,9.1,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
52OK,H1,,60,18.3,45,13.7,concrete,false,false,,,,,0,0,,,,,0,0,
52OR,14,32,650,198.1,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
52PA,E,W,2600,792.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
52PN,H1,,400,121.9,400,121.9,turf,false,false,,,,,0,0,,,,,0,0,
52S,08,26,2610,795.5,60,18.3,asphalt,true,false,,,,,0,0,,,,271,0,0,
52TA,18,36,2175,662.9,100,30.5,turf,false,false,,,,,275,83.8,,,,311,0,0,
52TE,04,22,2500,762,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
52TS,15,33,1800,548.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
52TX,H1,,39,11.9,32,9.8,pierced steel planking,false,false,,,,,0,0,,,,,0,0,
52U,03,21,2200,670.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
52VA,H2,,190,57.9,125,38.1,asphalt,false,false,,,,,0,0,,,,,0,0,
52WA,03,21,2400,731.5,25,7.6,gravel,false,false,,,,,0,0,,,,,0,0,
52WI,18,36,2500,762,75,22.9,turf,false,false,,,,,0,0,,,,346,0,0,
52WT,1,19,700,213.4,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
52XA,16,34,3106,946.7,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
52XS,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
52Y,13,31,2765,842.8,154,46.9,turf,false,false,47.0704994,-93.9169006,1350,,0,0,47.0654984,-93.9085999,1350,,0,0,131.5
52Z,N,S,5000,1524,1000,304.8,water,false,false,,,1300,,0,0,,,1300,,0,0,
53AK,02,20,1200,365.8,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
53CA,H1,,25,7.6,25,7.6,concrete,true,false,,,,,0,0,,,,296,0,0,
53CL,13,31,3200,975.4,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
53CN,NW,SE,1800,548.6,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
53CO,18,36,2800,853.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
53FD,10,28,1850,563.9,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
53FL,H1,,30,9.1,30,9.1,turf,false,false,,,,,0,0,,,,294.8,1640,499.9,
53GA,06,24,3900,1188.7,75,22.9,turf,false,false,,,,,300,91.4,,,,331.6,0,0,
53IA,01,19,2500,762,130,39.6,turf,false,false,,,,,0,0,,,,,0,0,
53II,09,27,2600,792.5,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
53IN,18,36,2300,701,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
53IS,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,245,0,0,
53K,17,35,2539,773.9,40,12.2,asphalt,true,false,38.6369019,-95.8018036,1092,180,215,65.5,38.6297989,-95.8018036,1105,,0,0,180
53KS,17,35,1370,417.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
53LA,05,23,4000,1219.2,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
53MI,H1,,30,9.1,30,9.1,concrete,true,false,,,,,0,0,,,,328,0,0,
53MN,10,28,1000,304.8,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
53MO,H1,,30,9.1,18,5.5,concrete,false,false,,,,,0,0,,,,,0,0,
53MT,4,22,2220,676.7,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
53NC,08,26,2000,609.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
53ND,17,35,2000,609.6,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
53NE,17,35,2000,609.6,60,18.3,turf,false,false,,,,,0,0,,,,4.6,150,45.7,
53NH,10W,28W,3000,914.4,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
53NR,16,34,750,228.6,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
53NY,05,23,1900,579.1,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
53OH,09,27,3400,1036.3,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
53OI,H1,,53,16.2,53,16.2,asphalt/concrete,false,false,41.460636,-81.698526,781,,0,0,,,,,0,0,
53OI,H2,,53,16.2,53,16.2,asphalt/concrete,false,false,41.460803,-81.698897,781,,0,0,,,,,0,0,
53OI,HX,,50,15.2,175,53.3,concrete,false,true,41.460633,-81.697631,735,,0,0,,,,,0,0,
53OK,17,35,3000,914.4,100,30.5,turf,true,false,,,,,0,0,,,,294,0,0,
53OR,H1,,90,27.4,90,27.4,concrete,false,false,,,,,0,0,,,,,0,0,
53PA,H1,,16,4.9,16,4.9,concrete,false,false,,,,,0,0,,,,,0,0,
53PN,H1,,70,21.3,70,21.3,asphalt,false,false,,,,,0,0,,,,,0,0,
53TE,H1,,45,13.7,45,13.7,concrete,true,false,,,,,0,0,,,,,0,0,
53TN,H1,,50,15.2,50,15.2,pierced steel planking,true,false,,,,,0,0,,,,,0,0,
53U,15,33,3500,1066.8,95,29,turf,false,false,,,,,0,0,,,,,0,0,
53VA,18,36,2600,792.5,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
53W,09,27,3700,1127.8,105,32,turf,false,false,43.5545006,-84.9854965,,,341,103.9,43.5545006,-84.9716034,,326,260,79.2,90
53WI,3,21,2162,659,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
53WT,H1,,40,12.2,40,12.2,asphalt,true,false,,,,,0,0,,,,,0,0,
53XS,13,31,2600,792.5,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
54AK,03W,21W,4500,1371.6,500,152.4,water,false,false,,,,,0,0,,,,,0,0,
54AL,16,34,2300,701,80,24.4,turf,false,false,30.6002693,-87.8231735,150,,0,0,30.5948067,-87.8194885,142,,0,0,149.9
54AR,09,27,2600,792.5,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
54AZ,04,22,1050,320,80,24.4,dirt,false,false,,,,,0,0,,,,,0,0,
54AZ,14,32,2100,640.1,80,24.4,dirt,false,false,,,,,0,0,,,,,0,0,
54AZ,17,35,3000,914.4,60,18.3,gravel,true,false,,,,,0,0,,,,263.1,0,0,
54CL,10,28,3593,1095.1,40,12.2,dirt,false,false,,,,,0,0,,,,,0,0,
54CN,09,27,1800,548.6,60,18.3,dirt,false,false,,,,,0,0,,,,,0,0,
54CO,H1,,40,12.2,40,12.2,turf,false,false,,,,,0,0,,,,196.9,0,0,
54FA,H1,,50,15.2,50,15.2,concrete,true,false,,,,,0,0,,,,,0,0,
54FL,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
54II,18,36,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
54IL,09,27,2407,733.7,18,5.5,asphalt,true,false,,,,,0,0,,,,186,0,0,
54IL,18,36,1800,548.6,130,39.6,turf,false,false,,,,,0,0,,,,,0,0,
54IN,H1,,60,18.3,60,18.3,concrete,false,false,,,844,,0,0,,,,,0,0,
54KS,17,35,1800,548.6,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
54KY,10,28,2750,838.2,60,18.3,turf,false,false,,,,,0,0,,,,285.3,100,30.5,
54LL,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
54M,18,36,3106,946.7,100,30.5,turf,false,false,35.0583,-89.5798035,303,,1000,304.8,35.0498009,-89.5802994,305,193.1,0,0,182.7
54ME,05,23,1500,457.2,25,7.6,turf,false,false,,,,,0,0,,,,,0,0,
54MI,18,36,2600,792.5,100,30.5,turf,false,false,,,,,0,0,,,,239,300,91.4,
54MU,17,35,2500,762,80,24.4,turf,false,false,40.303842,-95.112711,1007,173,0,0,40.297025,-95.111647,966,353,0,0,173.2
54NC,07,25,2700,823,85,25.9,turf,false,false,,,,,0,0,,,,,0,0,
54NH,H1,,20,6.1,20,6.1,turf,false,false,,,,,0,0,,,,,0,0,
54NR,18,36,1800,548.6,130,39.6,turf,false,false,,,,,0,0,,,,,0,0,
54OH,N,S,1475,449.6,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
54OI,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
54OK,07,25,1000,304.8,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
54OR,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
54PA,H1,,150,45.7,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
54PN,H1,,100,30.5,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
54TA,15,33,2900,883.9,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
54TN,9,27,1000,304.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
54TS,16,34,1500,457.2,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
54TX,11,29,2000,609.6,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
54U,H1,,20,6.1,20,6.1,concrete,false,false,,,,,0,0,,,,,0,0,
54UT,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
54VA,H1,,55,16.8,55,16.8,concrete,false,false,,,,,0,0,,,,,0,0,
54WA,H1,,20,6.1,20,6.1,asphalt,false,false,,,,,0,0,,,,,0,0,
54WI,18,36,1425,434.3,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
54XA,18,36,2325,708.7,75,22.9,turf,false,false,33.4948997,-97.2110977,802,180,0,0,33.4883003,-97.2110977,758,360,0,0,180
54XS,16,34,3000,914.4,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
55AK,04,22,1700,518.2,25,7.6,turf,false,false,,,,,0,0,,,,,0,0,
55AZ,18,36,2400,731.5,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
55CN,H1,,100,30.5,70,21.3,concrete,false,false,,,556,,0,0,,,,213.7,0,0,
55CO,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
55FD,09,27,2120,646.2,100,30.5,turf,false,false,,,,,750,228.6,,,,333,0,0,
55FL,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
55G,07,25,2570,783.3,75,22.9,turf,false,false,43.296299,-82.6113968,780,,540,164.6,43.2986984,-82.6023026,780,301,0,0,70.1
55G,18,36,2570,783.3,140,42.7,turf,false,false,43.3013001,-82.6081009,780,,500,152.4,43.2943001,-82.6075974,780,318,0,0,177
55GA,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,283.2,793,241.7,
55GE,01,19,2000,609.6,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
55H,16D,34A,2460,749.8,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
55ID,17,35,2465,751.3,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
55II,H1,,53,16.2,53,16.2,asphalt,false,false,,,,,0,0,,,,309.6,228,69.5,
55LL,09,27,3000,914.4,100,30.5,turf,false,false,,,,,600,182.9,,,,205.6,0,0,
55ME,15,33,1300,396.2,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
55MO,18,36,2000,609.6,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
55MT,5,23,1127,343.5,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
55NC,H1,,75,22.9,75,22.9,concrete,true,false,,,,,0,0,,,,,0,0,
55ND,09,27,2500,762,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
55NE,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
55NH,H1,,33,10.1,33,10.1,turf,false,false,,,,,0,0,,,,,0,0,
55NK,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
55NM,01,19,5000,1524,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
55NM,08,26,5000,1524,40,12.2,dirt,false,false,,,,,0,0,,,,,0,0,
55NR,9,27,1950,594.4,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
55NV,H1,,34,10.4,34,10.4,gvl,false,false,,,,,0,0,,,,,0,0,
55NY,09,27,1850,563.9,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
55OH,H1,,100,30.5,100,30.5,concrete,false,false,,,,,0,0,,,,,0,0,
55OI,11,29,3000,914.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
55OK,18,36,1700,518.2,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
55OL,17,35,2600,792.5,90,27.4,grs,false,false,,,,,0,0,,,,,0,0,
55OR,14,32,2200,670.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
55PA,08,26,1800,548.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
55S,01,19,2357,718.4,60,18.3,asphalt,true,false,46.6012993,-121.6800003,,,0,0,46.6069984,-121.6760025,,,0,0,25.7
55T,17,35,5000,1524,80,24.4,turf,true,false,,,,,0,0,,,,1,0,0,
55TA,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
55TN,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
55TX,17,35,2200,670.6,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
55UT,17,35,1088,331.6,65,19.8,turf,false,false,,,,,0,0,,,,,0,0,
55VA,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
55WA,11,29,2050,624.8,30,9.1,turf,false,false,,,,,0,0,,,,,0,0,
55WI,18,36,2600,792.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
55XS,01,19,4316,1315.5,60,18.3,asphalt,false,false,29.1606998,-100.4199982,,16.9,0,0,29.1720009,-100.4160004,,337.7,0,0,17.2
56AK,13,31,1570,478.5,300,91.4,turf,false,false,,,,,0,0,,,,,0,0,
56AL,18,36,2630,801.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
56AZ,11,29,2900,883.9,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
56CL,16,34,2400,731.5,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
56CO,H1,,100,30.5,75,22.9,asphalt,false,false,,,,,0,0,,,,316.5,0,0,
56FD,18,36,4400,1341.1,150,45.7,asphalt,false,false,30.9706993,-85.069397,,180,0,0,30.9585991,-85.069397,,293,0,0,180
56FL,02,20,2900,883.9,200,61,turf,true,false,,,,,0,0,,,,293,0,0,
56G,09,27,3569,1087.8,100,30.5,turf,false,false,43.5783997,-82.6539001,745,,0,0,43.578701,-82.6404037,745,293,0,0,88.2
56G,18,36,2390,728.5,100,30.5,turf,false,false,43.5797997,-82.6483994,,,0,0,43.5732002,-82.648201,,293,0,0,178.8
56GA,H1,,50,15.2,50,15.2,pierced steel planking,false,false,,,,,0,0,,,,331,0,0,
56II,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
56IL,09,27,2200,670.6,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
56IN,09,27,2400,731.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
56IS,09,27,2190,667.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
56KY,H1,,50,15.2,40,12.2,concrete,true,false,,,,,0,0,,,,298.2,0,0,
56LA,18,36,3500,1066.8,100,30.5,asphalt,false,false,32.3499985,-93.8178024,,184.1,0,0,32.3403015,-93.8186035,,,0,0,184
56LL,18,36,3200,975.4,100,30.5,turf,true,false,,,,,0,0,,,,332.5,482,146.9,
56ME,16,34,2200,670.6,200,61,turf,false,false,46.62948,-67.846139,736,,0,0,46.624003,-67.842469,748,,0,0,155.3
56MI,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
56MN,E,W,1800,548.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
56MU,H1,,30,9.1,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
56MU,H2,,45,13.7,45,13.7,concrete,false,false,,,,,0,0,,,,,0,0,
56NC,09,27,1500,457.2,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
56NE,08,26,2600,792.5,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
56NJ,H1,,15,4.6,15,4.6,turf,false,false,,,,,0,0,,,,,0,0,
56NY,09,27,3003,915.3,36,11,turf,false,false,,,,,0,0,,,,,0,0,
56OG,8,26,900,274.3,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
56OH,E,W,1500,457.2,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
56OI,09,27,1200,365.8,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
56OR,H1,,52,15.8,52,15.8,concrete,false,false,,,,,0,0,,,,,0,0,
56PA,06,24,2200,670.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
56PA,15,33,1800,548.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
56PN,H1,,90,27.4,90,27.4,asphalt,false,false,,,,,0,0,,,,,0,0,
56S,16,34,2211,673.9,50,15.2,asphalt,true,false,46.0180016,-123.9079971,12,,155,47.2,46.012001,-123.9079971,10,256,0,0,180
56TA,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
56TE,17,35,3000,914.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
56TN,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
56TS,02,20,650,198.1,25,7.6,turf,false,false,,,,,0,0,,,,,0,0,
56TS,11,29,1050,320,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
56TS,17,35,850,259.1,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
56TS,H1,,75,22.9,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
56TS,H2,,75,22.9,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
56TX,16,34,1700,518.2,125,38.1,turf,false,false,,,,,0,0,,,,,0,0,
56VA,H1,,250,76.2,250,76.2,turf,false,false,,,,,0,0,,,,,0,0,
